source_project_id,project_name,country,storage_class,year,actual_stored_mt,value_status,source_vintage,source_url
london-2025-004,CO2 EOR Project Crotia,Croatia,eor,2008,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-004,CO2 EOR Project Crotia,Croatia,eor,2009,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-004,CO2 EOR Project Crotia,Croatia,eor,2010,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-004,CO2 EOR Project Crotia,Croatia,eor,2011,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-004,CO2 EOR Project Crotia,Croatia,eor,2012,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-004,CO2 EOR Project Crotia,Croatia,eor,2013,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-004,CO2 EOR Project Crotia,Croatia,eor,2014,0.051,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-004,CO2 EOR Project Crotia,Croatia,eor,2015,0.226,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-004,CO2 EOR Project Crotia,Croatia,eor,2016,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-004,CO2 EOR Project Crotia,Croatia,eor,2017,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-004,CO2 EOR Project Crotia,Croatia,eor,2018,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-004,CO2 EOR Project Crotia,Croatia,eor,2019,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-004,CO2 EOR Project Crotia,Croatia,eor,2020,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-004,CO2 EOR Project Crotia,Croatia,eor,2021,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-004,CO2 EOR Project Crotia,Croatia,eor,2022,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-004,CO2 EOR Project Crotia,Croatia,eor,2023,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-004,CO2 EOR Project Crotia,Croatia,eor,2024,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-005,Tomakomai CCS Demonstration Project,Japan,dedicated,1996,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-005,Tomakomai CCS Demonstration Project,Japan,dedicated,1997,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-005,Tomakomai CCS Demonstration Project,Japan,dedicated,1998,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-005,Tomakomai CCS Demonstration Project,Japan,dedicated,1999,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-005,Tomakomai CCS Demonstration Project,Japan,dedicated,2000,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-005,Tomakomai CCS Demonstration Project,Japan,dedicated,2001,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-005,Tomakomai CCS Demonstration Project,Japan,dedicated,2002,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-005,Tomakomai CCS Demonstration Project,Japan,dedicated,2003,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-005,Tomakomai CCS Demonstration Project,Japan,dedicated,2004,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-005,Tomakomai CCS Demonstration Project,Japan,dedicated,2005,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-005,Tomakomai CCS Demonstration Project,Japan,dedicated,2006,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-005,Tomakomai CCS Demonstration Project,Japan,dedicated,2007,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-005,Tomakomai CCS Demonstration Project,Japan,dedicated,2008,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-005,Tomakomai CCS Demonstration Project,Japan,dedicated,2009,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-005,Tomakomai CCS Demonstration Project,Japan,dedicated,2010,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-005,Tomakomai CCS Demonstration Project,Japan,dedicated,2011,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-005,Tomakomai CCS Demonstration Project,Japan,dedicated,2012,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-005,Tomakomai CCS Demonstration Project,Japan,dedicated,2013,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-005,Tomakomai CCS Demonstration Project,Japan,dedicated,2014,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-005,Tomakomai CCS Demonstration Project,Japan,dedicated,2015,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-005,Tomakomai CCS Demonstration Project,Japan,dedicated,2016,0.029,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-005,Tomakomai CCS Demonstration Project,Japan,dedicated,2017,0.127,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-005,Tomakomai CCS Demonstration Project,Japan,dedicated,2018,0.08,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-005,Tomakomai CCS Demonstration Project,Japan,dedicated,2019,0.065,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-005,Tomakomai CCS Demonstration Project,Japan,dedicated,2020,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-005,Tomakomai CCS Demonstration Project,Japan,dedicated,2021,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-005,Tomakomai CCS Demonstration Project,Japan,dedicated,2022,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-005,Tomakomai CCS Demonstration Project,Japan,dedicated,2023,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-005,Tomakomai CCS Demonstration Project,Japan,dedicated,2024,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-006,ADNOC Al Reyadah,United Arab Emirates,eor,1996,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-006,ADNOC Al Reyadah,United Arab Emirates,eor,1997,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-006,ADNOC Al Reyadah,United Arab Emirates,eor,1998,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-006,ADNOC Al Reyadah,United Arab Emirates,eor,1999,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-006,ADNOC Al Reyadah,United Arab Emirates,eor,2000,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-006,ADNOC Al Reyadah,United Arab Emirates,eor,2001,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-006,ADNOC Al Reyadah,United Arab Emirates,eor,2002,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-006,ADNOC Al Reyadah,United Arab Emirates,eor,2003,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-006,ADNOC Al Reyadah,United Arab Emirates,eor,2004,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-006,ADNOC Al Reyadah,United Arab Emirates,eor,2005,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-006,ADNOC Al Reyadah,United Arab Emirates,eor,2006,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-006,ADNOC Al Reyadah,United Arab Emirates,eor,2007,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-006,ADNOC Al Reyadah,United Arab Emirates,eor,2008,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-006,ADNOC Al Reyadah,United Arab Emirates,eor,2009,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-006,ADNOC Al Reyadah,United Arab Emirates,eor,2010,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-006,ADNOC Al Reyadah,United Arab Emirates,eor,2011,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-006,ADNOC Al Reyadah,United Arab Emirates,eor,2012,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-006,ADNOC Al Reyadah,United Arab Emirates,eor,2013,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-006,ADNOC Al Reyadah,United Arab Emirates,eor,2014,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-006,ADNOC Al Reyadah,United Arab Emirates,eor,2015,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-006,ADNOC Al Reyadah,United Arab Emirates,eor,2016,0.8,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-006,ADNOC Al Reyadah,United Arab Emirates,eor,2017,0.8,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-006,ADNOC Al Reyadah,United Arab Emirates,eor,2018,0.8,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-006,ADNOC Al Reyadah,United Arab Emirates,eor,2019,0.8,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-006,ADNOC Al Reyadah,United Arab Emirates,eor,2020,0.8,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-006,ADNOC Al Reyadah,United Arab Emirates,eor,2021,0.8,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
