source_project_id,project_name,country,region,project_partners,project_type,lifecycle_stage,source_status,project_phase,sector,subsector,capacity_basis,capacity_mtpa,announced_capacity_mtpa,cdr_capacity_mtpa,announcement_year,fid_year,announced_start_year,suspension_or_cancellation_year,co2_destination,parent_hub,reference_urls,source_vintage,source_url,source_form,canonical_project_id,mapping_status
iea-2026-0001,3D DMX ArcelorMittal and IFPEN Dunkirk (full-scale),France,Europe,"ArcelorMittal, IFP (project lead), Axens, Uetikon, Grassco, brevik, TotalEnergies (T&S)",Capture,cancelled,Cancelled,2,Industry,Iron and steel,capture_capacity,0.7,0.7,,2019,,2025,2024,Unknown/unspecified,,https://automotive.arcelormittal.com/news_and_stories/news/2019DMXproject|https://3d-ccus.com/3d-overview/|https://eurometal.net/arcelormittal-suspends-major-decarbonisation-project-in-france/|https://www.lemonde.fr/economie/article/2025/09/24/a-dunkerque-arcelormittal-renonce-a-son-projet-de-four-a-chaux-decarbone_6642752_3234.html,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0003,8Rivers H2 (8RH2) (WY),United States,North America,"8Rivers, Wyoming Energy Authority",Capture,concept,Planned,,Fuel transformation,Hydrogen or ammonia,capture_capacity,,,,2022,,,,Dedicated storage,,https://8rivers.com/portfolio/8-rivers-hydrogen/#,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0004,Emirates Steel Industries,United Arab Emirates,Middle East,"ADNOC, Masdar",Full chain,operating,Operational,,Industry,Iron and steel,capture_capacity,0.8,0.8,,2007,2012,2016,,EOR,,https://hgeo.energy.gov/archives/cslf/Projects/AlReyadah.html|https://www.emsteel.com/wp-content/uploads/2025/05/emsteel-investor-presentation-may-2025.pdf,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0005,Habshan-Bab gas plant,United Arab Emirates,Middle East,"ADNOC, Petrofac (EPC), Levidian",Full chain,construction,Under construction,,Fuel transformation,Natural gas processing/LNG,capture_capacity,1.5,1.5,,2020,2023,2026,,EOR,,https://adnoc.ae/en/news-and-media/press-releases/2020/adnoc-to-build-on-its-position-as-one-of-the-least-carbon-intensive-oil-and-gas-producers|https://www.petrofac.com/media/news/adnoc-gas-awards-petrofac-contract-for-landmark-carbon-capture-utilisation-and-storage-project/|https://www.adnoc.ae/en/News-and-Media/Press-Releases/2023/ADNOC-to-Invest-in-One-of-the-Largest-Integrated-Carbon-Capture-Projects-in-MENA,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0006,Shah gas plant (Abu Dhabi CCS Phase 2),United Arab Emirates,Middle East,ADNOC,Full chain,concept,Planned,2,Fuel transformation,Natural gas processing/LNG,capture_capacity,2.3,2.3,,2020,,2030,,EOR,,https://adnoc.ae/en/news-and-media/press-releases/2020/adnoc-to-build-on-its-position-as-one-of-the-least-carbon-intensive-oil-and-gas-producers,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0007,Acorn CCS phase 1-Capture at St Fergus,United Kingdom,Europe,"Storegga(30%), Shell (30%), Harbour (30%), North Sea Midstream partners (10%)",Capture,concept,Planned,1,Fuel transformation,Natural gas processing/LNG,capture_capacity,0.3,0.3,,2016,,,,Dedicated storage,Acorn CCS,https://www.upstreamonline.com/energy-transition/five-proposed-uk-carbon-capture-projects-meet-governments-eligibility-test/2-1-1047222|https://www.offshore-energy.biz/carbon-clean-to-carry-out-feed-on-acorn-carbon-capture-plant/|https://www.backthescottishcluster.co.uk/the-scottish-cluster-supply-chain|https://www.storegga.earth/news/2021/news/acorn-project-partners-storegga-shell-u-k-and-harbour-energy-sign-mou-with-the-owners-of-the-segal-and-fuka-gas-terminals-at-st-fergus/|https://www.scottishconstructionnow.com/articles/acorn-project-partners-select-carbon-clean-to-deliver-st-fergus-carbon-capture-plant-feed-study|https://www.energyvoice.com/oilandgas/north-sea/370332/st-fergus-terminal-owner-joins-acorn-ccs-project-as-partner,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0008,Acorn CCS phase 1-T&S,United Kingdom,Europe,"Storegga(30%), Shell (30%), Harbour (30%), North Sea Midstream partners (10%)",T&S,concept,Planned,1,CO2 T&S,CO2 T&S,storage_injection_capacity,0.8,0.3,,2016,,2028,,Dedicated storage,Acorn CCS,https://www.upstreamonline.com/energy-transition/five-proposed-uk-carbon-capture-projects-meet-governments-eligibility-test/2-1-1047222|https://www.offshore-energy.biz/carbon-clean-to-carry-out-feed-on-acorn-carbon-capture-plant/|https://www.backthescottishcluster.co.uk/the-scottish-cluster-supply-chain|https://www.storegga.earth/news/2021/news/acorn-project-partners-storegga-shell-u-k-and-harbour-energy-sign-mou-with-the-owners-of-the-segal-and-fuka-gas-terminals-at-st-fergus/|https://www.scottishconstructionnow.com/articles/acorn-project-partners-select-carbon-clean-to-deliver-st-fergus-carbon-capture-plant-feed-study|https://www.energyvoice.com/oilandgas/north-sea/370332/st-fergus-terminal-owner-joins-acorn-ccs-project-as-partner,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0009,Acorn CCS phase 2,United Kingdom,Europe,"Storegga(30%), Shell (30%), Harbour (30%), North Sea Midstream partners (10%)",T&S,concept,Planned,2,CO2 T&S,CO2 T&S,storage_injection_capacity,5.0,5.0,,2017,,,,Dedicated storage,Acorn CCS,https://www.upstreamonline.com/energy-transition/five-proposed-uk-carbon-capture-projects-meet-governments-eligibility-test/2-1-1047222|https://www.offshore-energy.biz/carbon-clean-to-carry-out-feed-on-acorn-carbon-capture-plant/|https://www.backthescottishcluster.co.uk/the-scottish-cluster-supply-chain|https://www.storegga.earth/news/2021/news/acorn-project-partners-storegga-shell-u-k-and-harbour-energy-sign-mou-with-the-owners-of-the-segal-and-fuka-gas-terminals-at-st-fergus/|https://www.scottishconstructionnow.com/articles/acorn-project-partners-select-carbon-clean-to-deliver-st-fergus-carbon-capture-plant-feed-study|https://www.energyvoice.com/oilandgas/north-sea/370332/st-fergus-terminal-owner-joins-acorn-ccs-project-as-partner|https://www.theacornproject.uk/news-and-events/nsta-grants-carbon-storage-licences-to-acorn,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0010,Acorn H2,United Kingdom,Europe,"Storegga, Chrysaor",Capture,concept,Planned,,Fuel transformation,Hydrogen or ammonia,capture_capacity,0.4,0.4,,2018,,,,Dedicated storage,Acorn CCS,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/866380/Phase_1_-_Pale_Blue_Dot_Energy_-_Acorn_Hydrogen.pdf,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0011,Adbri Project,Australia,Australia and New Zealand,"Leilac, Adbri, CarbonTP, Heavy Industry Low Emissions Technology Co-Operative Research Centre",Capture,cancelled,Cancelled,,Industry,Lime,capture_capacity,,,,2021,,,2022,Dedicated storage,South West Hub Project,https://calix.global/co2-mitigation-focus-area/awarded-11m-in-government-funding-for-low-emissions-lime-project-with-adbri/|https://www.leilac.com/project-adbri/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0012,Mt Simon Hub CCS Pipeline (IA),United States,North America,"ADM, Wolf Carbon Solutions (Wolf Midstream)",Transport,cancelled,Cancelled,,CO2 T&S,CO2 transport,transport_capacity,12.0,12.0,,2022,,2028,2023,Dedicated storage,Mt Simon Hub CCS Pipeline (IA),https://www.businesswire.com/news/home/20220110006079/en/|https://www.howden.com/en-us/news/chart-wolf-mou|https://www.adm.com/globalassets/standalone-pages/carbon-sequestration--storage/cp-221047_ccscampaignmaterialswolfpipeline_fly_eng_220803_r4.pdf|https://www.adm.com/globalassets/standalone-pages/carbon-sequestration--storage/cp-221047_ccscampaignmaterialswolfpipeline_fly_eng_220803_r4.pdf/|https://www.reuters.com/business/energy/wolf-carbon-solutions-seeks-end-carbon-pipeline-application-illinois-2023-11-21/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0013,ADM Cedar rapids bioethanol (IA),United States,North America,ADM,Capture,concept,Planned,,Fuel transformation,Bioethanol,capture_capacity,,,,2022,,2028,,Dedicated storage,Mt Simon Hub CCS Pipeline (IA),https://www.businesswire.com/news/home/20220110006079/en/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0014,ADM Clinton bioethanol (IA),United States,North America,ADM,Capture,concept,Planned,,Fuel transformation,Bioethanol,capture_capacity,,,,2022,,2028,,Dedicated storage,Mt Simon Hub CCS Pipeline (IA),https://www.businesswire.com/news/home/20220110006079/en/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0015,Aemetis CCS Keyes facility (CA),United States,North America,Aemetis,Capture,concept,Planned,,Fuel transformation,Bioethanol,capture_capacity,0.2,0.2,0.2,2021,,2028,,Dedicated storage,Aemetis CCS,https://www.globenewswire.com/news-release/2021/08/18/2282675/0/en/Aemetis-CCS-Drilling-Study-by-Baker-Hughes-Confirms-Feasibility-of-Sequestering-Two-Million-MT-per-Year-of-CO2-at-California-Ethanol-Plant-Sites.html|https://www.aemetis.com/products/carbon-capture/|https://www.aemetis.com/products/carbon-capture/|https://www.aemetis.com/aemetis-awarded-the-first-co2-sequestration-characterization-well-permit-issued-by-the-state-of-california/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0016,Aemetis CCS Riverbank facility (CA),United States,North America,Aemetis,Capture,concept,Planned,,Fuel transformation,Biodiesel,capture_capacity,0.2,0.2,0.2,2021,,2028,,Dedicated storage,Aemetis CCS,https://www.globenewswire.com/news-release/2021/08/18/2282675/0/en/Aemetis-CCS-Drilling-Study-by-Baker-Hughes-Confirms-Feasibility-of-Sequestering-Two-Million-MT-per-Year-of-CO2-at-California-Ethanol-Plant-Sites.html|https://www.aemetis.com/products/carbon-capture/|https://www.aemetis.com/products/carbon-capture/|https://www.aemetis.com/aemetis-awarded-the-first-co2-sequestration-characterization-well-permit-issued-by-the-state-of-california/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0018,Air Liquide hydrogen facility Rotterdam (Porthos),Netherlands,Europe,"Air Liquide (build, own, operate)",Capture,construction,Under construction,,Fuel transformation,Refining,capture_capacity,0.5,0.5,,2012,2023,2026,,Dedicated storage,Porthos,https://netherlandsnewslive.com/the-botlek-oil-industry-wants-2-1-billion-euros-for-co2-storage/62256/|https://www.pbl.nl/sites/default/files/downloads/pbl-2022-decarbonisation-of-the-industry-cluster-botlek-pernis-rotterdam-4946.pdf|https://www.airliquide.com/group/press-releases-news/2023-12-19/air-liquide-build-world-scale-co2-capture-unit-contribute-rotterdams-industrial-basin|https://www.hydrogeninsight.com/production/second-major-blue-hydrogen-project-reaches-final-investment-decision-in-rotterdam/2-1-1574743,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0019,Aramis CCS transport phase 1,Netherlands,Europe,"TotalEnergies, Shell, EBN, Gasunie, Vopak (op.)",Transport,concept,Planned,1,CO2 T&S,CO2 transport,transport_capacity,12.9,22.0,,2019,2027,2030,,Dedicated storage,Aramis CCS,https://www.frontiersin.org/articles/10.3389/fenrg.2021.644796/full|https://www.aramis-ccs.com/faq|https://ec.europa.eu/eusurvey/runner/Consultation_PCIcandidates_CO2networks|https://www.staten-generaal.nl/9370000/1/j4nvgs5kjg27kof_j9vvkfvj6b325az/vlutrvd2g2y4|https://energy.ec.europa.eu/news/connecting-europe-facility-nearly-eu600-million-energy-infrastructure-contributing-decarbonisation-2023-12-08_en|https://www.tweedekamer.nl/downloads/document?id=2024D26054|https://www.aramis-ccs.com/news/aramis-takes-next-step-towards-investment-decision/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,nl-aramis,matched-exact
iea-2026-0020,Net-zero Hydrogen Energy Complex (ALB),Canada,North America,Air Products,Capture,construction,Under construction,,Fuel transformation,Hydrogen or ammonia,capture_capacity,3.0,3.0,,2021,2022,2028,,Unknown/unspecified,Alberta Carbon Trunk Line (ACTL),https://fuelcellsworks.com/news/air-products-announces-1-3-billion-dollar-net-zero-hydrogen-energy-complex-in-edmonton-alberta-canada/|https://fuelcellsworks.com/news/air-products-announces-1-3-billion-dollar-net-zero-hydrogen-energy-complex-in-edmonton-alberta-canada/|https://www.airproducts.com/news-center/2022/11/1108-air-products-receive-475-million-cad-net-zero-hydrogen-complex-funding|https://www.airproducts.com/news-center/2022/09/0906-imperial-advances-renewable-diesel-plans-awards-hydrogen-contract-to-air-products|https://majorprojects.alberta.ca/details/Air-Products-Hydrogen-Production-and-Liquefaction-Facility/4461/|https://www.airproducts.com/company/innovation/carbon-capture|https://www.gasworld.com/story/air-products-ceo-bemoans-self-inflicted-failures-on-delayed-alberta-project/2155614.article/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0021,AirCapture DACU at Nutrien Kennewick Fertilizer (WA),United States,North America,"AirCapture, Nutrien",CCU,concept,Planned,,DAC,Direct Air Capture,capture_capacity,,,,2022,,,,Use,,https://www.energy.gov/fecm/articles/selections-funding-opportunity-announcement-2560-direct-air-capture-combined,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0022,AirCapture Nuclear DAC at JM Farley Nuclear (AL),United States,North America,"Southern Company, Battelle, AirCapture LLC",Capture,concept,Planned,,DAC,Direct Air Capture,capture_capacity,,,,2022,,,,Dedicated storage,,https://www.energy.gov/fecm/articles/selections-funding-opportunity-announcement-2560-direct-air-capture-combined|https://www.power-eng.com/emissions/doe-funds-direct-air-capture-project-at-alabama-nuclear-plant/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0023,Merritt Electrofuels Project DAC (BC),Canada,North America,"Huron Clean Energy, Occidental, Carbon Engineering (Oxy)",CCU,concept,Planned,,DAC,Direct Air Capture,capture_capacity,0.25,0.25,,2021,,,,Use,,https://carbonengineering.com/news-updates/large-scale-commercial-facility-fuel-from-air/|https://news.gov.bc.ca/releases/2021EMLI0063-001970,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0024,Alberta Carbon Grid (ALB) phase 1 (Industrial heartland),Canada,North America,"Pembina Pipeline Corporation, TC Energy",T&S,concept,Planned,1,CO2 T&S,CO2 T&S,storage_injection_capacity,10.0,10.0,,2021,2026,2028,,Dedicated storage,Alberta Carbon Grid (ALB),https://albertacarbongrid.ca/|https://albertacarbongrid.ca/news/acg-secures-rights-to-evaluate-one-of-the-largest-carbon-storage-areas-in-alberta/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0025,Alberta Carbon Trunk Line (ACTL) (ALB),Canada,North America,"Wolf Midstream, Enhance Energy",Transport,operating,Operational,,CO2 T&S,CO2 transport,transport_capacity,14.6,14.6,,2011,2018,2020,,EOR,Alberta Carbon Trunk Line (ACTL)/Enhance Clive Sequestration Facility,https://majorprojects.alberta.ca/details/Alberta-Carbon-Trunk-Line/622,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0028,Altera Stella Maris CCS Project Phase 2,Norway,Europe,"Altera, Hoegh LNG, Wintershall Dea (Harbour Energy)",T&S,concept,Planned,2,CO2 T&S,CO2 T&S,storage_injection_capacity,3.0,3.0,,2020,,,,Dedicated storage,Altera Stella Maris CCS/ Havstjerne,https://alterainfra.com/what-we-do/ccs|https://alterainfra.com/articles/one-step-closer-to-realising-stella-maris-ccs|https://www.regjeringen.no/en/aktuelt/award-of-two-new-licences-for-co2-storage-on-the-norwegian-continental-shelf/id2970248/|https://alterainfra.com/what-we-do/ccs|https://alterainfra.com/articles/one-step-closer-to-realising-stella-maris-ccs,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0031,Antwerp@ C CO2 Export Hub phase 1,Belgium,Europe,"Air Liquide (lead), BASF, Borealis, ExxonMobil, INEOS, TotalEnergies, Fluxys, Port of Antwerp",Transport,concept,Planned,1,CO2 T&S,CO2 transport,transport_capacity,2.5,2.5,,2019,2027,2030,,Dedicated storage,Antwerp@C CO2 Export Hub,https://newsroom.portofantwerpbruges.com/the-antwerpc-project-takes-a-major-next-step-towards-halving-co2-footprint#|https://www.airliquide.com/group/press-releases-news/2022-12-12/air-liquide-fluxys-belgium-and-port-antwerp-bruges-awarded-eu-funding-building-antwerpc-co2-export|https://energy.ec.europa.eu/news/connecting-europe-facility-over-eu-600-million-energy-infrastructure-support-european-green-deal-and-2022-12-08_en|https://cinea.ec.europa.eu/news-events/news/cef-energy-antwerpc-co2-export-hub-receives-1446-million-eu-funding-co2-capture-infrastructure-2023-06-26_en,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0032,Aramis CCS storage phase 1,Netherlands,Europe,"TotalEnergies, Shell, EBN, Gasunie",Storage,concept,Planned,1,CO2 T&S,CO2 storage,storage_injection_capacity,7.5,7.5,,2019,2027,2030,,Dedicated storage,Aramis CCS,https://www.frontiersin.org/articles/10.3389/fenrg.2021.644796/full|https://www.aramis-ccs.com/faq|https://ec.europa.eu/eusurvey/runner/Consultation_PCIcandidates_CO2networks|https://www.staten-generaal.nl/9370000/1/j4nvgs5kjg27kof_j9vvkfvj6b325az/vlutrvd2g2y4|https://energy.ec.europa.eu/news/connecting-europe-facility-nearly-eu600-million-energy-infrastructure-contributing-decarbonisation-2023-12-08_en|https://www.tweedekamer.nl/downloads/document?id=2024D26054,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,nl-aramis,matched-exact
iea-2026-0033,Aramis CCS storage phase 2,Netherlands,Europe,"TotalEnergies, Shell, EBN, Gasunie",Storage,concept,Planned,2,CO2 T&S,CO2 storage,storage_injection_capacity,3.1,3.1,,2019,,2033,,Dedicated storage,Aramis CCS,https://www.frontiersin.org/articles/10.3389/fenrg.2021.644796/full|https://ec.europa.eu/eusurvey/runner/Consultation_PCIcandidates_CO2networks|https://energy.ec.europa.eu/news/connecting-europe-facility-nearly-eu600-million-energy-infrastructure-contributing-decarbonisation-2023-12-08_en|https://www.tweedekamer.nl/downloads/document?id=2024D26054,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,nl-aramis,matched-exact
iea-2026-0034,Arcelor LanzaTech Carbalyst (Steelanol) Ghent,Belgium,Europe,"ArcelorMittal, LanzaTech, Primetals Technologies, E4tech",CCU,operating,Operational,,Industry,Iron and steel,capture_capacity,0.125,0.125,,2011,2015,2022,,Use,,http://www.steelanol.eu/en|https://corporate.arcelormittal.com/climate-action/decarbonisation-technologies/carbalyst-capturing-and-re-using-our-carbon-rich-waste-gases-to-make-valuable-chemical-products|https://www.eib.org/en/projects/pipelines/all/20170622|https://www.globenewswire.com/news-release/2022/12/08/2569976/0/en/ArcelorMittal-S-A-ArcelorMittal-inaugurates-flagship-carbon-capture-and-utilisation-project-at-its-steel-plant-in-Ghent-Belgium.html,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0035,Arkalon CO2 Compression Facility (KS),United States,North America,Conestoga Energy,Full chain,operating,Operational,,Fuel transformation,Bioethanol,capture_capacity,0.31,0.19,,,,2009,,EOR,,https://www.energy.gov/sites/prod/files/2017/12/f46/jordan_bioeconomy_2017.pdf|https://www.netl.doe.gov/sites/default/files/2018-11/Farnsworth-Unit-Project.pdf,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0036,Arthit offshore gas field CCS,Thailand,Other Asia Pacific,"PTTEP, MOECO (Mitsui, 4.7619%)",Full chain,concept,Planned,,Fuel transformation,Natural gas processing/LNG,capture_capacity,1.0,1.0,,2021,,2028,,Dedicated storage,,https://www.pttep.com/en/Newsandnmedia/Mediacorner/Pressreleases/Pttep-Initiates-Thailand-First-Ccs-Project-Pushing-Towards-Net-Zero-Green-House-Gas-Emissions.aspx|https://en.prnasia.com/releases/apac/honeywell-provides-carbon-capture-technology-for-pttep-391078.shtml|https://www.pttep.com/en/Sustainability/Carbon-Capture-And-Storage.aspx?mode=print|https://www.mitsui.com/jp/en/topics/2025/1252244_14859.html,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0037,Arun CCS,Indonesia,Other Asia Pacific,"Carbon Aceh, PEMA (JV)",Storage,concept,Planned,,CO2 T&S,CO2 storage,storage_injection_capacity,,,,2022,,2029,,Dedicated storage,Arun CCS,https://www.upstreamonline.com/energy-transition/reinvigorating-indonesian-giant-as-ccs-project/2-1-1190849|https://www.carbonaceh.com/press-release-1|https://acnf.jp/program/file/presentation/7_Panelist_MEMR-IDN.pdf,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0038,Eastern Louisiana Clean Energy Complex (LA),United States,North America,Air Products,Full chain,concept,Planned,,Fuel transformation,Hydrogen or ammonia,capture_capacity,5.0,5.0,,2021,,2029,,Dedicated storage,,https://www.airproducts.com/campaigns/la-blue-hydrogen-project|https://carbonherald.com/air-products-to-go-ahead-with-7-billion-hydrogen-project-in-louisiana-with-carbon-capture-included/|https://news.oilandgaswatch.org/post/company-announces-major-shakeup-of-controversial-louisiana-hydrogen-plant,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0039,Atlas Carbon Sequestration Hub Phase 1 (ALB),Canada,North America,"Shell Canada Limited, ATCO EnPower",T&S,construction,Under construction,1,CO2 T&S,CO2 T&S,storage_injection_capacity,0.65,0.65,,2021,2024,2028,,Dedicated storage,Atlas Carbon Sequestration Hub (ALB),https://www.linkedin.com/pulse/alberta-selects-shell-suncor-atco-atlas-carbon-hub-proposal-/|https://www.beaver.ab.ca/public/download/files/231170|https://www.keyera.com/investors/news/keyera-and-shell-sign-agreement-to-advance-clean-energy/|https://www.shell.com/news-and-insights/newsroom/news-and-media-releases/2024/shell-to-build-carbon-capture-and-storage-projects-in-canada.html|https://www.atco.com/en-ca/about-us/news/2024/123013-atco-enpower-to-proceed-with-atlas-carbon-storage-hub-a-signific.html|https://www.atco.com/en-ca/about-us/projects/atlas-carbon-storage-hub.html,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0040,Atlas Carbon Sequestration Hub Phase 2 (ALB),Canada,North America,"Shell Canada Limited, ATCO Energy Solutions",T&S,concept,Planned,2,CO2 T&S,CO2 T&S,storage_injection_capacity,9.25,9.25,,2022,,2028,,Dedicated storage,Atlas Carbon Sequestration Hub (ALB),https://www.upstreamonline.com/energy-transition/shell-unveils-plans-for-giant-canadian-carbon-capture-and-storage-project/2-1-1039795|https://www.shell.ca/en_ca/about-us/projects-and-sites/scotford.html|https://www.shell.ca/en_ca/media/news-and-media-releases/news-releases-2021/shell-proposes-large-scale-ccs-facility-in-alberta.html|https://www.energyvoice.com/renewables-energy-transition/ccs/americas-ccs/336709/shell-polaris-ccs-alberta/|https://www.linkedin.com/pulse/alberta-selects-shell-suncor-atco-atlas-carbon-hub-proposal-/?trk=organization-update-content_share-article|https://www.atco.com/en-ca/about-us/projects/atlas-carbon-storage-hub.html,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0041,Aukra Hydrogen Hub,Norway,Europe,"Aker Horizons, Shell, CapeOmega",Full chain,cancelled,Cancelled,,Fuel transformation,Hydrogen or ammonia,capture_capacity,,,,2021,,2030,2024,Unknown/unspecified,,"https://news.cision.com/aker-clean-hydrogen/r/aker-clean-hydrogen-to-explore-hydrogen-production-facility-opportunities-in-aukra-in-norway,c3382436|https://akerhorizons.com/what-we-do/aukra/",2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0042,Avedøre Power Station CCS,Denmark,Europe,"Orsted, Aker Carbon Capture (tech)",Capture,construction,Under construction,1,Power and heat,Power (bioenergy),capture_capacity,0.15,0.15,0.15,2021,2023,2026,,Dedicated storage,Kalundborg hub/Northern Lights,https://orsted.com/en/media/newsroom/news/2021/06/857452362384936|https://orsted.com/en/media/newsroom/news/2022/06/20220613532911|https://orsted.com/en/media/newsroom/news/2022/06/20220613532911|https://orsted.com/en/media/newsroom/news/2023/12/oersted-begins-construction-of-denmarks-first-carb-13757543,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0043,Balikpapan Refinery,Indonesia,Other Asia Pacific,"Pertamina, Air Liquide",Full chain,concept,Planned,,Fuel transformation,Refining,capture_capacity,,,,2022,,2030,,Mixed,Kutai Basin CCUS hub,https://www.pertamina.com/en/news-room/news-release/pertamina-air-liquide-agree-to-collaborate-in-developing-ccu-technology-at-the-balikpapan-refinery|https://acnf.jp/program/file/presentation/7_Panelist_MEMR-IDN.pdf,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0044,Barents Blue ammonia project Train 1,Norway,Europe,Horisont Energi,Capture,concept,Planned,1,Fuel transformation,Hydrogen or ammonia,capture_capacity,2.0,1.84,,2021,2026,2031,,Dedicated storage,Polaris offshore storage facility (Errai project),https://www.ammoniaenergy.org/articles/barents-blue-ammonia-plant-gains-new-partners-set-to-triple-in-size/|https://www.horisontenergi.no/esa-approves-state-aid-for-barents-blue-project/|https://horisontenergi.no/news/commercial-progress-for-the-barents-blue-project/|https://www.offshore-energy.biz/horisont-energi-inks-new-ammonia-sales-deal-for-barents-blue-project/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0045,Barents Blue ammonia project Train 2,Norway,Europe,Horisont Energi,Capture,concept,Planned,2,Fuel transformation,Hydrogen or ammonia,capture_capacity,2.0,1.84,,2021,,,,Dedicated storage,Polaris offshore storage facility (Errai project),https://www.ammoniaenergy.org/articles/barents-blue-ammonia-plant-gains-new-partners-set-to-triple-in-size/|https://www.horisontenergi.no/esa-approves-state-aid-for-barents-blue-project/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0046,Barents Blue ammonia project Train 3,Norway,Europe,Horisont Energi,Capture,concept,Planned,3,Fuel transformation,Hydrogen or ammonia,capture_capacity,2.0,1.84,,2021,,,,Dedicated storage,Polaris offshore storage facility (Errai project),https://www.ammoniaenergy.org/articles/barents-blue-ammonia-plant-gains-new-partners-set-to-triple-in-size/|https://www.horisontenergi.no/esa-approves-state-aid-for-barents-blue-project/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
