source_project_id,project_name,country,region,project_partners,project_type,lifecycle_stage,source_status,project_phase,sector,subsector,capacity_basis,capacity_mtpa,announced_capacity_mtpa,cdr_capacity_mtpa,announcement_year,fid_year,announced_start_year,suspension_or_cancellation_year,co2_destination,parent_hub,reference_urls,source_vintage,source_url,source_form,canonical_project_id,mapping_status
iea-2026-0270,Louisiana Green Fuels Project (LA),United States,North America,"Strategic Biofuels LLC, Louisianna Green Fuels, SLB Capturi",Full chain,concept,Planned,,Fuel transformation,Biodiesel,capture_capacity,1.36,1.36,1.36,2021,2026,2028,,Dedicated storage,,"https://bioenergyinternational.com/strategic-biofuels-completes-ccs-test-well-program-at-planned-biorefinery-site/|https://strategicbiofuels.com/|https://biomassmagazine.com/articles/18800/strategic-biofuels-project-moves-into-feed#:~:text=Strategic%20Biofuels%2C%20the%20leader%20in,end%20engineering%20design%20(FEED)%20or|https://www.naturalgasintel.com/louisiana-green-diesel-project-using-ccs-advancing-for-caldwell-parish-port/|https://matthey.com/jm-and-bp-strategic-biofuels-project|https://strategicbiofuels.com/wp-content/uploads/2023/06/SLB-News-Release-1.pdf|https://www.sumitomocorp.com/-/media/Files/us/news/release/2024/scoa/20240408/SCOASB482024.pdf",2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,us-strategic-biofuels,matched-exact
iea-2026-0271,Lyse Forus Energigjenvinning Stavanger,Norway,Europe,"Lyse, Forus Energi, Aker Carbon Capture (tech)",Capture,concept,Planned,,Power and heat,Power and heat (waste),capture_capacity,0.1,0.1,0.05,2021,,2030,,Dedicated storage,,https://www.districtenergy.org/blogs/district-energy/2021/02/03/aker-carbon-capture-eyes-ccs-project-at-waste-to-e|https://akercarboncapture.com/about-us/key-projects/|https://kommunikasjon.ntb.no/pressemelding/17900327/lyse-og-forus-energigjenvinning-vil-fange-co2-med-aker-carbon-capture?publisherId=6131895,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0273,Meadowbrook Carbon Storage Hub (MCSH) (ALB) initial start-up,Canada,North America,Bison Low Carbon Ventures,T&S,operating,Operational,,CO2 T&S,CO2 T&S,storage_injection_capacity,0.002,0.002,,2022,2024,2025,,Dedicated storage,Meadowbrook Carbon Storage Hub (MCSH) (ALB),https://fortsaskonline.com/articles/alberta-picks-six-proposals-to-develop-carbon-storage-hubs-in-industrial-heartland|https://www.alberta.ca/carbon-sequestration-tenure-management.aspx|https://www.marubeni.com/en/news/2023/release/00073.html|https://static1.squarespace.com/static/61d72b07c04d092970089446/t/67c091a7f2e3677508811dbd/1740673447793/Meadowbrook+PR+-+AER+D65+Approval.pdf|https://static1.squarespace.com/static/61d72b07c04d092970089446/t/6938da48ee10863183f662a7/1765333576543/Start-up+Phase+1.pdf,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0274,Mendota BECCS power project (Clean Energy Systems Carbon Negative Energy Plant - Central Valley) (CA),United States,North America,"Schlumberger New Energy, Chevron Corp., Microsoft, Clean Energy Systems Chevron Corporation, Schlumberger New Energy, Microsoft and Clean Energy Systems",Full chain,cancelled,Cancelled,,Power and heat,Power (bioenergy),capture_capacity,0.3,0.3,0.3,2021,,2025,2023,Dedicated storage,,https://www.chevron.com/stories/chevron-microsoft-and-schlumberger-partner-on-carbon-negative-bioenergy|https://www.cleanenergysystems.com/MendotaBECCS|https://www.asce.org/publications-and-news/civil-engineering-source/civil-engineering-magazine/article/2021/04/companies-join-forces-to-develop-carbon-negative-bioenergy-facility,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0275,MEPAU Mid West CCUS hub,Australia,Australia and New Zealand,"Mitsui E&P Australia (MEPAU), JOGMEC",Capture,concept,Planned,,Fuel transformation,Hydrogen or ammonia,capture_capacity,,,,2021,,2028,,Dedicated storage,Cygnus CCS Hub,https://www.energyvoice.com/renewables-energy-transition/ccs/404600/australia-pledges-50m-for-two-ccs-hubs/|https://www.mitsui.com/jp/en/topics/2021/1242033_12171.html|https://www.mepau.com.au/project/cygnus-hub/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0276,Mid West Clean Energy Project,Australia,Australia and New Zealand,Pilot Energy,Capture,concept,Planned,,Fuel transformation,Hydrogen or ammonia,capture_capacity,1.0,1.0,,2021,,2028,,Dedicated storage,Cliff Head CCS Project,https://www.pilotenergy.com.au/sites/pilotenergy.com.au/files/asx-announcements/61045427.pdf|https://www.pilotenergy.com.au/sites/pilotenergy.com.au/files/asx-announcements/61013340.pdf|https://fuelcellsworks.com/news/consortium-formed-to-progress-pilots-mid-west-blue-hydrogen-and-carbon-capture-storage-ccs-project/|https://hydrogen-central.com/pilot-energy-studies-competitive-clean-hydrogen-ammonia-producer/|https://www.kn-cc.com/news/newsflash-kncc-pilotenergy|https://www.pilotenergy.com.au/mid-west-clean-energy-project/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0277,Midwest AgEnergy Blue Flint ethanol (ND),United States,North America,"Blue Flint Sequester Company LLC, Harvestone Low Carbon Partners, Ag Energy Group LLC",Full chain,operating,Operational,,Fuel transformation,Bioethanol,capture_capacity,0.2,0.2,0.2,2020,,2023,,Dedicated storage,,https://www.biofuelsdigest.com/bdigest/2020/10/14/midwest-agenergy-drilling-ccs-test-well-at-blue-flint-ethanol-plant/|https://www.midwestagenergy.com/story-midwest-agenergys-blue-flint-facility-advancing-co2-project-receives-34-million-grant-375-204078|https://www.nd.gov/ndic/csea/applications/r1/C-01-08%20public%20documents/MAG%20CSEA%20Application%20-Carbon%20Capture%20&%20Sequestration%20Project%20110121.pdf|https://ethanolproducer.com/articles/harvestone-co2-injection-commences-at-blue-flint-ethanol-ccs-project,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0278,"Midwest Carbon Express (NE, SD, ND, MI, IA)",United States,North America,Summit carbon solutions (SK E&S 10%),T&S,concept,Planned,,CO2 T&S,CO2 T&S,storage_injection_capacity,12.0,12.0,,2021,2026,2028,,Dedicated storage,Midwest carbon express,https://www.reuters.com/markets/commodities/giant-pipeline-us-midwest-tests-future-carbon-capture-2021-11-23/|https://www.summitcarbonsolutions.com/news/scsexpansionannouncement|https://www.dtnpf.com/agriculture/web/ag/news/article/2023/08/04/summits-carbon-project-faces-setback|https://www.carboncapturejournal.com/ViewNews.aspx?NewsID=6248|https://www.reuters.com/world/us/south-dakota-bans-use-eminent-domain-carbon-dioxide-pipelines-2025-03-06/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0279,Mikawa Power Plant BECCS Fukuoka Prefecture,Japan,Other Asia Pacific,"SIGMA Power Ariake (Toshiba), ESS",Capture,operating,Operational,,Power and heat,Power (bioenergy),capture_capacity,0.18,0.18,0.18,2016,2017,2020,,Use and storage,,https://www.global.toshiba/ww/news/energy/2020/10/news-20201031-01.html|https://www.chemengonline.com/japanese-consortium-begins-five-year-large-scale-carbon-capture-project/|https://www.global.toshiba/ww/news/corporate/2016/07/pr2601.html|https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4282099#,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0280,Mote biomass-to-hydrogen plant Kern County (CA),United States,North America,"Mote, CarbonCure, Fluor Corporation, SungasRenewables",Capture,concept,Planned,,Fuel transformation,Hydrogen or ammonia,capture_capacity,0.14,0.14,0.131,2021,,2028,,Mixed,,https://www.greencarcongress.com/2021/12/20211216-mote.html|https://www.businesswire.com/news/home/20220524005541/en/Mote-Enters-Advanced-Stage-of-Engineering-Design-for-Southern-California-Carbon-Negative-Hydrogen-Facility,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0282,Angel CCS,Australia,Australia and New Zealand,"Woodside, bp, Shell, Chevron, MIMI (50/50 Mitsubishi and Mitsui), Yara Piralba (JV for capture)",T&S,concept,Planned,,CO2 T&S,CO2 T&S,storage_injection_capacity,5.0,5.0,,2022,,,,Dedicated storage,Angel CCS,https://www.energyvoice.com/renewables-energy-transition/ccs/404600/australia-pledges-50m-for-two-ccs-hubs/|https://www.offshore-energy.biz/woodside-bp-and-mimi-join-forces-for-ccs-study-in-australia/|https://www.woodside.com/docs/default-source/media-releases/angel-ccs-jv-and-yara-collaborate-on-carbon-capture-and-storage.pdf?sfvrsn=6465c43b_17,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0283,Mustang Station Carbon Capture (TX),United States,North America,"Golden Spread Electric Cooperative, University of Texas at Austin",Full chain,concept,Planned,,Power and heat,Power (gas),capture_capacity,1.5,1.5,,2019,,,,Dedicated storage,,https://www.energy.gov/fecm/foa-2058-front-end-engineering-design-feed-studies-carbon-capture-systems-coal-and-natural-gas,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0284,Nauticol and Enhance Energy blue methanol project (ALB),Canada,North America,"Nauticol, Enhance Energy",Capture,cancelled,Cancelled,,Industry,Chemicals,capture_capacity,0.9,1.0,,2021,,2025,2023,Dedicated storage,The Grande Prairie CCS Hub (ALB),,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0285,L10 CCS,Netherlands,Europe,"Eni CCUS Holding (Liverpool Bay CCS Ltd, Bacton CCS Ltd, Tellus CCS Ltd, and Eni Netherlands CCUS BV), EBN, ExxonMobil, Tenaz Energy",T&S,concept,Planned,1,CO2 T&S,CO2 T&S,storage_injection_capacity,5.0,5.0,,2020,2027,2030,,Dedicated storage,Aramis/L10 CCS,https://www.offshore-mag.com/renewable-energy/article/14188825/neptune-energy-leading-dutch-north-sea-carbon-capture-and-storage-study|https://www.neptuneenergy.com/esg/l10-area-ccs-development|https://www.neptuneenergy.com/esg/l10-area-ccs-development|https://www.neptuneenergy.com/media/press-releases/year/2023/dutch-large-scale-co2-storage-project-l10ccs-reaches-feed-phase,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0286,L10 CCS phase 2,Netherlands,Europe,"Neptune Energy (Eni), EBN, Tenaz Energy Netherlands Offshore, XTO Netherlands",Storage,cancelled,Cancelled,2,CO2 T&S,CO2 storage,storage_injection_capacity,3.0,3.0,,2021,,,,Dedicated storage,Aramis/L10 CCS,https://www.offshore-mag.com/renewable-energy/article/14188825/neptune-energy-leading-dutch-north-sea-carbon-capture-and-storage-study|https://www.neptuneenergy.com/esg/l10-area-ccs-development|https://www.neptuneenergy.com/esg/l10-area-ccs-development,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0287,Net Zero Teesside Power,United Kingdom,Europe,"BP, Equinor, GE Vernova",Capture,construction,Under construction,,Power and heat,Power (gas),capture_capacity,2.4,2.4,,2018,2024,2028,,Dedicated storage,Northern Endurance Partnership,https://www.carboncapturejournal.com/ViewNews.aspx?NewsID=4894|https://www.gov.uk/government/publications/cluster-sequencing-phase-2-eligible-projects-power-ccus-hydrogen-and-icc/cluster-sequencing-phase-2-track-1-project-negotiation-list-march-2023|https://www.netzeroteesside.co.uk/news/net-zero-teesside-nzt-power-named-on-desnzs-track-1-project-negotiation-list/|https://www.newcivilengineer.com/latest/costain-completes-engineering-design-for-two-carbon-capture-projects-on-teesside-01-02-2024/|https://www.gov.uk/government/news/the-net-zero-teesside-project-development-consent-decision-announced,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0288,NextDecade Rio Grande LNG (TX),United States,North America,"NextDecade, Mistubishi Heavy Industries (ESA/Tech)",Capture,cancelled,Cancelled,,Fuel transformation,Natural gas processing/LNG,capture_capacity,5.0,5.0,,2021,,2026,2024,Unknown/unspecified,BlueBonnet sequestration hub (TX),https://www.naturalgasintel.com/nextdecade-targets-rio-grande-fid-early-next-year-after-latest-spa/|https://investors.next-decade.com/news-releases/news-release-details/nextdecade-announces-positive-final-investment-decision-and-0|https://www.gasworld.com/story/carbon-capture-plans-dropped-from-rio-grande-lng-in-texas/2143115.article/|https://investors.next-decade.com/news-releases/news-release-details/nextdecade-announces-positive-final-investment-decision-and-0,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0289,East Niigata area CCS (capture sources under evaluation),Japan,Other Asia Pacific,"JAPEX, Tohoku Electric Power, Mitsubishi Gas Chemical, Hokuetsu, NRI",T&S,concept,Planned,,CO2 T&S,CO2 T&S,storage_injection_capacity,1.5,1.5,,2023,,2030,,Dedicated storage,East Niigata area CCS,https://www.japex.co.jp/en/news/detail/20220530_02/|https://www.japex.co.jp/en/news/detail/20230808_01/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0290,Norske Skog Saugbrugs (Borg CO2),Norway,Europe,"Borg Havn, Norske Skog Saugbrugs",Capture,concept,Planned,,Industry,Pulp and paper,capture_capacity,0.15,0.15,0.149,2019,,2035,,Dedicated storage,Northern Lights,https://www.borgco2.no/reports|https://www.geos.ed.ac.uk/sccs/project-info/2222|https://norsus.no/wp-content/uploads/LCA-of-CCS-and-CCU_OR-28.21_final-report-1-1.pdf,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0293,NWR Sturgeon Refinery (ALB),Canada,North America,Northwest Redwater Partnership,Capture,operating,Operational,,Fuel transformation,Refining,capture_capacity,1.3,1.3,,2011,2014,2020,,EOR,Alberta Carbon Trunk Line (ACTL)/Enhance Clive Sequestration Facility (ALB),https://www.sciencedirect.com/science/article/pii/S1876610213008849|https://open.alberta.ca/dataset/90f61413-0ef1-45a4-9e1c-6bff7c23fd7e/resource/f63e6823-4eec-4a62-9590-b6a091c7a058/download/energy-actl-knowledge-sharing-2019-summary-report.pdf,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0294,Northern Endurance Partnership phase 1,United Kingdom,Europe,"BP, Equinor, TotalEnergies",T&S,construction,Under construction,1,CO2 T&S,CO2 T&S,storage_injection_capacity,4.0,4.0,,2018,2024,2028,,Dedicated storage,Northern Endurance Partnership,https://www.netzeroteesside.co.uk/northern-endurance-partnership/|https://www.upstreamonline.com/energy-transition/five-proposed-uk-carbon-capture-projects-meet-governments-eligibility-test/2-1-1047222|https://genesisenergies.com/news/genesis-awarded-northern-endurance-partnership-nep-offshore-feed|https://www.equinor.com/news/uk/20220512-east-coast-cluster-carbon-storage-licences|https://www.upstreamonline.com/energy-transition/carbon-capture-investment-decisions-to-watch-in-2022-woodmac/2-1-1160392?utm_content=205143412&utm_medium=social&utm_source=linkedin&hss_channel=lcp-68760596|https://www.reuters.com/business/sustainable-business/shell-pulls-out-large-carbon-capture-project-northern-england-2023-04-25/|https://www.newcivilengineer.com/latest/costain-completes-engineering-design-for-two-carbon-capture-projects-on-teesside-01-02-2024/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,uk-northern-endurance,matched-exact
iea-2026-0295,Northern Lights Phase 1,Norway,Europe,"Shell (33.3%), TotalEnergies (33.3%), Equinor (33.3%)",T&S,operating,Operational,1,CO2 T&S,CO2 T&S,storage_injection_capacity,1.5,1.5,,2017,2020,2025,,Dedicated storage,Northern Lights,https://netl.doe.gov/sites/default/files/netl-file/20CCUS_Carpenter.pdf|https://ec.europa.eu/eusurvey/runner/Consultation_PCIcandidates_CO2networks|https://ccsnorway.com/app/uploads/sites/6/2020/10/Potential-for-reduced-cost-for-carbon-capture-2019.pdf|https://www.regjeringen.no/contentassets/943cb244091d4b2fb3782f395d69b05b/en-gb/pdfs/stm201920200033000engpdfs.pdf|https://totalenergies.com/projects/carbon-capture-and-storage/northern-lights-first-major-carbon-capture-and-storage-project|https://www.svanehoj.com/about/news/svanehoj-to-supply-pumps-for-northern-lights-co2-carriers/|https://energy.ec.europa.eu/news/connecting-europe-facility-nearly-eu600-million-energy-infrastructure-contributing-decarbonisation-2023-12-08_en,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0296,Northern Lights Phase 2,Norway,Europe,"Shell (33.3%), TotalEnergies (33.3%), Equinor (33.3%)",T&S,construction,Under construction,2,CO2 T&S,CO2 T&S,storage_injection_capacity,3.7,3.7,,2017,2025,2028,,Dedicated storage,Northern Lights,https://netl.doe.gov/sites/default/files/netl-file/20CCUS_Carpenter.pdf|https://norlights.com/news/northern-lights-awards-ship-management-contract-to-k-line/|https://ec.europa.eu/eusurvey/runner/Consultation_PCIcandidates_CO2networks|https://ccsnorway.com/app/uploads/sites/6/2020/10/Potential-for-reduced-cost-for-carbon-capture-2019.pdf|https://www.regjeringen.no/contentassets/943cb244091d4b2fb3782f395d69b05b/en-gb/pdfs/stm201920200033000engpdfs.pdf|https://energy.ec.europa.eu/news/connecting-europe-facility-nearly-eu600-million-energy-infrastructure-contributing-decarbonisation-2023-12-08_en|https://norlights.com/news/northern-lights-enters-charter-agreement-to-expand-fleet-with-a-fourth-co2-ship/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0297,Northern Plains Nitrogen Blue ammonia (ND),United States,North America,"Northern Plains Nitrogen, Summit Carbon Solutions (T&S)",Capture,concept,Planned,,Industry,Fertiliser,capture_capacity,0.5,0.5,,2013,,,,Dedicated storage,Midwest carbon express,https://www.grandforksherald.com/news/local/although-no-word-northern-plains-nitrogen-plant-is-imminent-in-grand-forks-press-release-sparks-discussion|https://northernplainsnitrogen.com/summit-carbon-solutions-partners-with-blue-ammonia-project-to-decarbonize-ag-supply-chain/|https://www.prnewswire.com/news-releases/summit-carbon-solutions-partners-with-blue-ammonia-project-to-decarbonize-ag-supply-chain-301457380.html,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0299,One Earth Energy ethanol CCS (IL),United States,North America,One Earth Energy,Capture,concept,Planned,,Fuel transformation,Bioethanol,capture_capacity,0.45,0.45,0.45,2020,2026,2028,,Dedicated storage,CarbonSAFE Illinois Storage Corridor (IL),http://www.ethanolproducer.com/articles/18527/rex-reports-profitable-q2-for-ethanol-segment|https://www.energy.gov/fecm/foa-1999-project-selections|https://netl.doe.gov/project-information?p=FE0031892|http://ethanolproducer.com/articles/17119/doe-funds-ccus-project-at-ethanol-plant-opens-new-ccus-foa|https://ethanolproducer.com/articles/20070/rex-reports-progress-with-ccs-project-plans-capacity-expansion,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0300,Open Access Wabamun Carbon Hub (ALB),Canada,North America,"Enbridge, Capital Power, First Nation Capital Investment Partnership (FNCIP)",T&S,concept,Planned,,CO2 T&S,CO2 T&S,storage_injection_capacity,4.0,4.0,,2022,,2027,,Dedicated storage,Open Access Wabamun Carbon Hub (ALB),https://www.capitalpower.com/media/media_releases/capital-power-and-enbridge-collaborate-to-reduce-co2-emissions-in-alberta/|https://www.cemnet.com/News/story/172124/lehigh-cement-signs-mou-for-edmonton-ccus-project.html|https://www.prnewswire.com/news-releases/lehigh-cement-and-enbridge-agree-to-advance-a-co2-storage-solution-in-alberta-301468110.html|https://www.eralberta.ca/projects/details/genesee-ccs/|https://www.enbridge.com/projects-and-infrastructure/projects/open-access-wabamun-carbon-hub|https://majorprojects.alberta.ca/details/Open-Access-Wabamun-Carbon-Hub/9512,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0301,Origins project (ALB),Canada,North America,Enhance Energy,T&S,concept,Planned,,CO2 T&S,CO2 T&S,storage_injection_capacity,20.0,20.0,,2022,,2030,,Dedicated storage,Origins project (ALB),https://majorprojects.alberta.ca/details/Origins-Carbon-Sequestration-Hub-Project/8539|https://www.newswire.ca/news-releases/enhance-energy-announces-the-origins-project-a-carbon-sequestration-hub-in-central-alberta-814211988.html|https://enhanceenergy.com/our-operations/|https://enhanceenergy.com/origins-ccs-hub-receives-approval/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0302,Hafslund Oslo Celsio,Norway,Europe,"Hafslund Oslo Celsio (formerly Fortum Oslo Varme), Aker Carbon Capture (SLB Capturi)",Capture,construction,Under construction,,Power and heat,Power and heat (waste),capture_capacity,0.35,0.35,0.175,2016,2025,2029,,Dedicated storage,Northern Lights,https://gassnova.no/app/uploads/2020/11/Gassnova-Developing-Longship-FINAL-1.pdf|https://www.spglobal.com/commodityinsights/en/market-insights/latest-news/electric-power/111621-interview-fortum-oslo-varme-hails-ccs-for-waste-plant-as-model-for-hard-to-abate-sectors|https://gassnova.no/en/news/revised-state-budget-government-guarantees-carbon-capture-at-klemetsrud|https://www.businesswire.com/news/home/20220703005020/en/Technip-Energies-Awarded-a-Large-EPC-Contract-by-Hafslund-Oslo-Celsio-for-a-World-First-Carbon-Capture-and-Storage-Project-at-Waste-to-Energy-Plant-in-Norway|https://gassnova.no/en/news/celsio-puts-klemetsrud-carbon-capture-project-on-hold,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0303,Hanson Padeswood Cement Works CCS,United Kingdom,Europe,"Heidelberg Materials, Hanson",Capture,construction,Under construction,,Industry,Cement,capture_capacity,0.8,0.8,0.08,2021,2025,2029,,Dedicated storage,Liverpool Bay CO2 storage (Hynet),https://www.constructionnews.co.uk/news/cement-giant-aims-to-bring-uk-first-net-zero-plant-online-by-2027-06-04-2022/|https://www.mhi.com/news/22121502.html|https://www.gov.uk/government/publications/cluster-sequencing-phase-2-eligible-projects-power-ccus-hydrogen-and-icc/cluster-sequencing-phase-2-track-1-project-negotiation-list-march-2023|https://www.padeswoodccs.co.uk/sites/default/files/2023-03/hanson-padeswood-ccs-initial-consultation-brochure.pdf|https://www.heidelbergmaterials.com/en/pr-2025-09-25,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,uk-hynet-padeswood,matched-exact
iea-2026-0304,PCS Nitrogen Geismar Ammonia plant (LA),United States,North America,"Nutrien, ExxonMobil (formerly Denbury carbon solutions)",Capture,cancelled,Cancelled,,Fuel transformation,Hydrogen or ammonia,capture_capacity,1.8,1.2,,2022,,2027,2023,Dedicated storage,Denbury Green pipeline /Gemini (LA),https://nutrien-prod-asset.s3.us-east-2.amazonaws.com/s3fs-public/uploads/2022-05/Nutrien%20Announces%20Intention%20to%20Build%20World%E2%80%99s%20Largest%20Clean%20Ammonia%20Production%20Facility.pdf|https://direct.argusmedia.com/newsandanalysis/Article/2476003,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0305,PCS Nitrogen-Geismar plant (LA),United States,North America,"Nutrien, ExxonMobil (formerly Denbury carbon solutions)",Full chain,operating,Operational,,Industry,Fertiliser,capture_capacity,0.3,0.2,,2011,2011,2013,,EOR,,https://www.bizjournals.com/dallas/news/2013/05/10/denbury-using-plant-emissions-for-oil.html|https://www.ammoniaenergy.org/wp-content/uploads/2020/12/Blake-Adair.pdf|https://s1.q4cdn.com/594864049/files/doc_presentations/2017/2017-February-Corporate-Presentation-Final.pdf|https://www.wafb.com/story/13947240/pcs-nitrogen-plant-will-restart/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0307,Peterhead Carbon Capture Power Station,United Kingdom,Europe,"SSE Thermal, Equinor",Capture,concept,Planned,,Power and heat,Power (gas),capture_capacity,1.5,1.5,,2021,2029,2033,,Dedicated storage,Acorn CCS,https://www.equinor.com/en/where-we-are/united-kingdom/110521-peterhead-CCS.html|https://www.sse.com/news-and-views/2022/03/peterhead-takes-major-step-towards-low-carbon-power-as-planning-application-submitted/|https://www.ssethermal.com/media/jjohpz30/peterhead-faq.pdf|https://www.heraldscotland.com/news/25298427.campaigners-urge-scot-gov-reject-new-peterhead-gas-plant/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0308,Peterhead Power Station CCS (2011 version),United Kingdom,Europe,"SSE, Shell",Full chain,cancelled,Cancelled,,Power and heat,Power (gas),capture_capacity,1.5,1.0,,2011,,2020,2015,Dedicated storage,,https://www.sciencedirect.com/science/article/pii/S1876610214024722|http://www.scottishenergynews.com/cancellation-of-peterhead-carbon-capture-project-huge-strategic-loss-to-uk/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0309,Petra Nova Carbon Capture (TX),United States,North America,"NRG (equity), JX Nippon (equity), JBIC (debt), Mizhou bank (backed by NEXI)(debt)",Full chain,operating,Operational,,Power and heat,Power (coal),capture_capacity,1.4,1.4,,2009,2014,2016,2020,EOR,,https://www.eia.gov/todayinenergy/detail.php?id=33552|https://www.energy.gov/fecm/petra-nova-wa-parish-project|https://sequestration.mit.edu/tools/projects/wa_parish.html|https://www.power-eng.com/environmental-emissions/carbon-capture-storage/groundbreaking-petra-nova-ccs-project-back-up-and-running-owner-says/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0310,Petrobras Santos Basin pre-salt oilfield CCS (ES),Brazil,Central and South America,Petrobas,Full chain,operating,Operational,1,Fuel transformation,Natural gas processing/LNG,capture_capacity,14.2,3.0,,2011,,2013,,EOR,,https://sequestration.mit.edu/tools/projects/lula.html|https://www.offshore-mag.com/geosciences/article/16763789/petrobras-tests-new-technologies-for-co2-capture-storage|https://www.ogci.com/case-study/petrobras-applying-carbon-capture-and-eor-at-scale-in-ultra-deep-waters-case-study/|https://sustentabilidade.petrobras.com.br/documents/42532/0/2021%20SUSTAINABILITY%20REPORT/343f2b9c-8bbb-ef73-0cb9-b797fad3f896|https://www.gasworld.com/story/air-products-ceo-bemoans-self-inflicted-failures-on-delayed-alberta-project/2155614.article/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
